,name,album,artist,release_date,length,popularity,danceability,acousticness,energy,instrumentalness,liveness,loudness,speechiness,tempo,time_signature
1523,Night Changes,FOUR (Deluxe),One Direction,2014-11-17,3.776666666666667,88,0.672,0.859,0.52,0.0,0.115,-7.747,0.0353,120.001,4
1524,4ÆM,Miss Anthropocene (Deluxe Edition),Grimes,2020-02-21,4.516366666666666,64,0.482,0.00971,0.905,0.29,0.288,-4.371,0.0418,93.017,4
1525,432 Hz Miracle Sleep Tone,432 Hz Deep Healing,Miracle Tones,2020-03-27,2.1166666666666667,67,0.246,0.876,0.103,0.941,0.0819,-27.18,0.0458,132.573,4
1526,Thug Nigga Story (feat. E-40),3800 Degrees,YoungBoy Never Broke Again,2022-10-07,2.9367,56,0.748,0.0738,0.828,0.0,0.115,-5.931,0.236,158.062,4
1527,44 More,Bobby Tarantino II,Logic,2018-03-09,3.1433333333333335,67,0.824,0.0718,0.584,0.0,0.106,-7.098,0.221,139.965,4
1528,U-Digg (feat. 42 Dugg & Veeze),U-Digg (feat. 42 Dugg & Veeze),Lil Baby,2022-06-17,3.925,73,0.824,0.00253,0.583,0.0,0.266,-6.537,0.147,147.496,4
1529,Girl On Fire,Girl On Fire,Kameron Marlowe,2022-06-10,2.8835166666666665,71,0.591,0.435,0.758,0.0,0.179,-5.4,0.0719,82.008,4
1530,47 - Remix,47 (Remix),Anuel AA,2017-03-31,8.63015,70,0.711,0.248,0.699,0.0,0.254,-4.891,0.193,146.016,4
1531,"4 Minutes of Hell, Pt. 6",Survivor’s Remorse: A Side,G Herbo,2022-10-07,4.650933333333334,56,0.685,0.246,0.833,0.0,0.155,-4.443,0.367,144.962,4
1532,Crazy Rap (Colt 45 & 2 Zig Zags),The Good Times,Afroman,2001-08-28,5.477766666666667,75,0.927,0.325,0.367,0.0,0.132,-7.797,0.382,99.053,4
1533,444+222,Luv Is Rage 2,Lil Uzi Vert,2017-08-25,4.12245,61,0.791,0.0235,0.513,2.83e-05,0.101,-6.568,0.269,76.997,4
1534,4422,More Life,Drake,2017-03-18,3.1048833333333334,67,0.609,0.558,0.229,0.0413,0.113,-12.36,0.0333,111.887,4
1535,3 BIG BALLS,3 BIG BALLS,DigBar,2021-07-19,2.26935,60,0.935,0.0541,0.518,0.0,0.328,-11.22,0.445,114.02,4
1536,48 Bars,48 Bars,MemoTheMafioso,2018-10-12,2.6286666666666667,61,0.865,0.354,0.536,0.0,0.0337,-8.922,0.358,92.015,4
1537,Girl on Fire,Girl on Fire (Remixes) - EP,Alicia Keys,2012-11-18,3.748666666666667,78,0.482,0.135,0.706,0.00106,0.105,-5.762,0.0607,92.513,4
1538,432 Hz Healing Sleep Music,432 Hz Deep Healing,Miracle Tones,2020-03-27,2.6666666666666665,65,0.153,0.859,0.0258,0.914,0.108,-28.761,0.0463,135.289,3
1539,Here Comes The Sun - Remastered 2009,Abbey Road (Remastered),The Beatles,1969-09-26,3.09555,83,0.557,0.0339,0.54,0.00248,0.179,-10.484,0.0347,129.171,4
1540,4 Minutes (feat. Justin Timberlake & Timbaland),Celebration (double disc version),Madonna,2009-09-18,3.16155,72,0.753,0.00994,0.931,0.00696,0.234,-4.922,0.0652,113.029,4
1541,432 Hz Deep Relaxation,432 Hz Deep Healing,Miracle Tones,2020-03-27,2.4833333333333334,65,0.169,0.951,0.134,0.871,0.103,-23.973,0.0388,135.942,4
1542,4morant,4morant,Dorian Papiez,2020-03-27,1.5071166666666667,37,0.529,0.948,0.616,0.962,0.0886,-16.126,0.354,131.479,4
1543,Grace (feat. 42 Dugg),My Turn,Lil Baby,2020-02-28,3.390633333333333,71,0.817,0.38,0.513,0.0,0.109,-6.263,0.394,123.029,4
1544,432 Hz Calm the Mind,432 Hz Deep Healing,Miracle Tones,2020-03-27,2.0,64,0.148,0.976,0.102,0.799,0.107,-28.066,0.0361,138.688,3
1545,I Don't Fuck With You,Dark Sky Paradise,Big Sean,2015-02-24,4.739766666666666,76,0.824,0.0362,0.733,0.0,0.325,-5.474,0.0613,97.972,4
1546,FourFiveSeconds,FourFiveSeconds,Rihanna,2015-01-24,3.1373,78,0.582,0.875,0.272,0.0,0.13,-5.662,0.0501,205.846,4
1547,435,435,"Tyler, The Creator",2018-06-08,1.564,63,0.539,0.00247,0.804,0.000185,0.463,-5.504,0.172,85.752,4
1548,We Didn't Start the Fire,Storm Front,Billy Joel,1989-10-17,4.79555,76,0.712,0.0771,0.967,0.0,0.356,-5.206,0.047,145.024,4
1549,Better Luck Next Time,Better Luck Next Time,Angry Children,2022-04-10,1.0363833333333334,46,0.255,0.0459,0.829,0.0206,0.37,-1.805,0.228,156.815,4
1550,505,Favourite Worst Nightmare (Standard Version),Arctic Monkeys,2007-04-24,4.2264333333333335,84,0.52,0.00237,0.852,5.79e-05,0.0733,-5.866,0.0543,140.267,4
1551,5 Foot 9,5 Foot 9,Tyler Hubbard,2022-05-20,3.163,81,0.602,0.146,0.796,0.0,0.125,-5.609,0.0465,106.005,4
1552,"Quevedo: Bzrp Music Sessions, Vol. 52","Quevedo: Bzrp Music Sessions, Vol. 52",Bizarrap,2022-07-06,3.3156166666666667,99,0.621,0.0125,0.782,0.033,0.23,-5.548,0.044,128.033,4
1553,5% TINT,ASTROWORLD,Travis Scott,2018-08-03,3.2689666666666666,79,0.712,0.173,0.481,0.0,0.241,-5.415,0.0487,140.0,4
1554,54321,54321,Offset,2022-08-19,3.03875,72,0.934,0.117,0.694,0.0,0.239,-4.455,0.175,129.028,4
1555,56 Nights,56 Nights,Future,2015-03-21,3.7874666666666665,60,0.847,0.107,0.522,0.000233,0.144,-6.461,0.153,122.935,4
1556,5 Grand at 8 to 1,Long Term Effects of SUFFERING,$uicideboy$,2021-08-13,2.8260833333333335,70,0.776,0.444,0.719,0.0114,0.195,-4.431,0.0886,91.948,4
1557,In Da Club,Get Rich Or Die Tryin',50 Cent,2003-02-06,3.2244333333333333,77,0.902,0.26,0.72,0.0,0.0749,-2.776,0.347,90.059,4
1558,I'm Gonna Be (500 Miles),Finest,The Proclaimers,2003-09-01,3.657766666666667,73,0.851,0.151,0.551,0.0,0.0827,-5.177,0.0396,131.922,4
1559,50 Ways to Say Goodbye,California 37,Train,2012-04-17,4.132433333333333,69,0.591,0.000284,0.935,0.000278,0.142,-2.664,0.0478,140.043,4
1560,Maps,V,Maroon 5,2014-09-02,3.166,84,0.742,0.0205,0.713,0.0,0.059,-5.522,0.0303,120.032,4
1561,5-1-5-0,Home,Dierks Bentley,2012-01-01,3.048216666666667,66,0.554,0.0246,0.849,0.000233,0.31,-5.181,0.0357,116.992,4
1562,Beautiful Mistakes (feat. Megan Thee Stallion),JORDI (Deluxe),Maroon 5,2021-06-11,3.7899166666666666,83,0.713,0.0377,0.676,0.0,0.154,-5.483,0.027,99.048,4
1563,528 Hz Anxiety Relief,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,2.0479,68,0.328,0.983,0.0686,0.664,0.0963,-28.37,0.0496,138.593,4
1564,Memories,JORDI (Deluxe),Maroon 5,2021-06-11,3.1581,86,0.775,0.841,0.327,0.0,0.0821,-7.241,0.0557,91.05,4
1565,5 O'Clock (feat. Lily Allen & Wiz Khalifa),Revolver (Expanded Edition),T-Pain,2011-12-06,4.688,60,0.523,0.0697,0.742,0.0,0.102,-5.495,0.227,83.066,4
1566,512,Primer Dia de Clases,Mora,2021-02-05,3.2272666666666665,78,0.818,0.348,0.673,0.0,0.172,-7.542,0.148,87.961,4
1567,9 to 5,9 To 5 And Odd Jobs,Dolly Parton,1980,2.7077666666666667,77,0.554,0.416,0.783,1.54e-06,0.631,-5.852,0.0457,105.39,4
1568,528 Hz Love Frequency,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,2.6125,68,0.159,0.99,0.0978,0.819,0.0917,-27.322,0.0454,133.258,4
1569,Many Men (Wish Death),Get Rich Or Die Tryin',50 Cent,2003-02-06,4.270433333333333,73,0.653,0.0153,0.826,0.00146,0.131,-2.93,0.354,108.52,5
1570,"5500 Degrees (feat. Lil Baby, 42 Dugg & Rylo Rodriguez)",Bigger Than Life Or Death,EST Gee,2021-07-21,3.08055,63,0.843,0.0215,0.697,0.0,0.144,-6.542,0.349,98.081,4
1571,528 Hz Love & Miracles,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.2845833333333334,67,0.173,0.93,0.0683,0.707,0.107,-28.341,0.066,139.847,5
1572,Sugar,V,Maroon 5,2014-09-02,3.9248833333333333,82,0.748,0.0591,0.788,0.0,0.0863,-7.055,0.0334,120.076,4
1573,528 Hz Release Inner Conflict & Struggle,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,2.2531166666666667,67,0.232,0.89,0.125,0.891,0.111,-24.116,0.0548,75.051,3
1574,Youngblood,Youngblood (Deluxe),5 Seconds of Summer,2018-06-15,3.3902833333333335,82,0.596,0.0169,0.854,0.0,0.124,-5.114,0.463,120.274,4
1575,528 Hz DNA Repair,528 Hz Transformation and Miracles (DNA Repair),Miracle Tones,2019-10-20,2.3693833333333334,67,0.163,0.956,0.0828,0.762,0.0992,-28.174,0.0442,139.338,3
1576,She Looks So Perfect,5 Seconds Of Summer,5 Seconds of Summer,2014-06-27,3.3749333333333333,73,0.494,0.000569,0.951,0.0,0.327,-4.237,0.132,160.025,4
1577,21 Questions,Get Rich Or Die Tryin',50 Cent,2003-02-06,3.7404333333333333,73,0.576,0.353,0.807,0.000363,0.0512,-3.908,0.317,90.012,4
1578,50 Ways to Leave Your Lover,Still Crazy After All These Years,Paul Simon,1975-10-25,3.6224333333333334,70,0.815,0.166,0.372,0.000116,0.0767,-12.814,0.0752,101.684,4
1579,528 Hz Bring Positive Transformation,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.075,66,0.183,0.965,0.027,0.992,0.116,-28.285,0.0387,68.149,3
1580,White Noise - 500 hz,Unison,Granular,2017-10-13,2.4516,75,0.0,0.923,4.98e-05,0.297,0.11,-32.354,0.0,0.0,0
1581,528 Hz Whole Body Regeneration,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.4343666666666666,66,0.164,0.963,0.0812,0.808,0.102,-26.974,0.0547,140.408,4
1582,Hate It Or Love It,The Documentary,The Game,2005,3.44,84,0.802,0.14,0.785,0.0,0.123,-4.781,0.207,99.998,4
1583,528 Hz Manifest Your Greatness,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.14375,66,0.162,0.954,0.0698,0.949,0.114,-30.509,0.0684,136.306,3
1584,I Got 5 On It,Operation Stackola,Luniz,1995-07-04,4.22555,76,0.6,0.209,0.706,0.0,0.125,-7.899,0.361,173.926,4
1585,5 Am in Toronto,Care Package,Drake,2019-08-02,3.4210666666666665,60,0.555,0.0678,0.88,0.0,0.0723,-4.325,0.265,87.195,4
1586,528 Hz Manifest Love,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.029166666666667,66,0.168,0.977,0.0654,0.851,0.0986,-30.119,0.0393,138.061,4
1587,Animals,V,Maroon 5,2014-09-02,3.850216666666667,81,0.279,0.000185,0.742,0.0,0.593,-6.46,0.0898,189.868,4
1588,5 2 Üh 60 (feat. Yeat),5 2 Üh 60 (feat. Yeat),SeptembersRich,2021-09-22,2.8041666666666667,63,0.595,0.000108,0.671,0.0,0.325,-7.301,0.321,160.234,4
1589,528 Hz Emotional Healing,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.2493,66,0.166,0.988,0.0438,0.887,0.0979,-30.378,0.0442,134.62,4
1590,"Moves Like Jagger - Studio Recording From ""The Voice"" Performance",Hands All Over,Maroon 5,2010,3.3526666666666665,72,0.722,0.0111,0.758,0.0,0.308,-4.477,0.0471,128.047,4
1591,500 Benz,500 Benz,Joey Bada$$,2017-07-06,3.3636333333333335,62,0.676,0.186,0.763,1.92e-06,0.107,-7.604,0.198,87.967,4
1592,528 Hz Dreamscape for Positive Transformation,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.2645666666666666,66,0.163,0.93,0.0677,0.886,0.111,-29.513,0.044,142.955,3
1593,5 Percent,5 Percent,Roddy P,2021-09-30,1.8348333333333333,61,0.941,0.125,0.479,0.0,0.113,-9.654,0.267,132.109,4
1594,528 Hz Raise Positive Vibrations,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.063283333333333,66,0.203,0.979,0.0737,0.962,0.139,-28.092,0.0785,140.306,4
1595,Payphone,Overexposed,Maroon 5,2021-06-20,3.8564333333333334,73,0.739,0.0136,0.756,0.0,0.37,-4.828,0.0394,110.028,4
1596,It's Five O'Clock Somewhere,34 Number Ones,Alan Jackson,2010-11-19,3.83555,67,0.713,0.208,0.772,0.0,0.211,-6.69,0.0372,125.202,4
1597,528 Hz Heal Golden Chakra,528 Hz Meditation Music,Miracle Tones,2020-10-23,2.1510333333333334,66,0.153,0.964,0.0522,0.98,0.0893,-27.804,0.0433,140.601,4
1598,Candy Shop,The Massacre,50 Cent,2005-03-03,3.4851,81,0.614,0.0253,0.574,3.2e-05,0.38,-7.961,0.466,125.173,5
1599,P.I.M.P.,Get Rich Or Die Tryin',50 Cent,2003-02-06,4.157766666666666,70,0.7,0.0444,0.758,1.3e-05,0.0401,-3.012,0.342,78.693,4
1600,679 (feat. Remy Boyz),679 (feat. Remy Boyz),Fetty Wap,2015-06-29,3.278216666666667,75,0.618,0.00256,0.717,0.0,0.625,-5.738,0.318,190.05,4
1601,"Sex, Drugs, Etc.",Chit Chat,Beach Weather,2016-11-04,3.279733333333333,90,0.572,0.013,0.839,0.00976,0.522,-5.083,0.0377,143.969,4
1602,6 Foot 7 Foot,Tha Carter IV (Complete Edition),Lil Wayne,2011-08-29,4.1431,70,0.364,0.0007,0.752,0.0,0.318,-5.429,0.304,79.119,4
1603,Apocalypse,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,4.835766666666666,84,0.369,0.0194,0.467,0.46,0.109,-9.018,0.0274,94.473,4
1604,6 Ft,6 Ft,Mudrigo,2022-09-27,1.7233833333333333,63,0.749,0.475,0.633,0.0017,0.112,-6.291,0.195,130.203,4
1605,6locc 6a6y,6locc 6a6y,Lil Loaded,2019-12-06,2.188083333333333,73,0.871,0.296,0.702,0.0,0.0912,-8.025,0.253,125.089,4
1606,Sex on Fire,Only By The Night,Kings of Leon,2008-09-23,3.3891,82,0.542,0.00172,0.905,0.0104,0.136,-5.653,0.054,153.398,4
1607,6 Kiss,A Love Letter To You 4,Trippie Redd,2019-11-22,3.323933333333333,68,0.687,0.109,0.449,0.0,0.282,-10.061,0.154,142.048,4
1608,Sunsetz,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,3.578,79,0.412,0.0542,0.477,0.798,0.0975,-9.381,0.029,75.302,4
1609,6's to 9's (feat. Rationale),Superdream,Big Wild,2019-02-01,3.43455,65,0.714,0.145,0.663,0.0,0.264,-5.799,0.0694,95.497,4
1610,'68 Fastback,American Heartbreak,Zach Bryan,2022-05-20,3.2187833333333336,64,0.366,0.749,0.276,2.91e-06,0.274,-7.201,0.0312,162.051,3
1611,K.,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,5.326,79,0.454,0.146,0.404,0.819,0.141,-10.26,0.027,94.113,4
1612,6 God,If You're Reading This It's Too Late,Drake,2015-02-12,3.0111,66,0.868,0.0249,0.623,0.0,0.125,-8.595,0.101,105.446,4
1613,Cry,Cry,Cigarettes After Sex,2019-10-25,4.28,78,0.409,0.763,0.399,0.654,0.112,-10.456,0.0275,142.823,4
1614,679 (feat. Monty),Fetty Wap (Deluxe),Fetty Wap,2015-09-25,3.116433333333333,64,0.545,0.00715,0.763,0.0,0.668,-5.528,0.407,126.59,5
1615,Summer Of '69,Reckless (30th Anniversary / Deluxe Edition),Bryan Adams,1984-11-05,3.6008833333333334,83,0.508,0.0183,0.834,0.0,0.0732,-6.205,0.0386,139.131,4
1616,Morning Sex,Morning Sex,Ralph Castelli,2019-06-07,2.921866666666667,76,0.81,0.0473,0.353,0.000104,0.082,-9.536,0.0437,124.991,4
1617,Calling My Phone,Destined 2 Win,Lil Tjay,2021-04-02,3.4243,82,0.907,0.451,0.393,1.35e-06,0.135,-7.636,0.0539,104.949,4
1618,66,Lil Boat 2,Lil Yachty,2018-03-09,2.5579,63,0.667,0.0455,0.723,0.000193,0.213,-4.31,0.27,148.058,4
1619,6000 Degrees,6000 Degrees,Teewst,2021-10-20,2.53935,20,0.692,0.413,0.63,0.0,0.0883,-9.84,0.284,161.857,4
1620,Swervin (feat. 6ix9ine),Hoodie SZN,A Boogie Wit da Hoodie,2018-12-21,3.1581,75,0.581,0.0153,0.662,0.0,0.111,-5.239,0.303,93.023,4
1621,GOOBA,TattleTales,6ix9ine,2020-09-04,2.20505,72,0.611,0.0264,0.688,0.0,0.251,-5.688,0.341,178.462,4
1622,6 Man,If You're Reading This It's Too Late,Drake,2015-02-12,2.794216666666667,61,0.568,0.217,0.535,0.0,0.114,-9.306,0.513,83.589,4
1623,Sweet,Cigarettes After Sex,Cigarettes After Sex,2017-06-09,4.860666666666667,76,0.448,0.362,0.511,0.823,0.129,-9.084,0.0274,96.321,4
1624,6 AM,La Familia,J Balvin,2013-09-29,4.053766666666666,68,0.746,0.152,0.746,0.0,0.274,-5.046,0.102,175.965,4
1625,639 Hz Attract Love & Raise Positive Energy,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,2.8,62,0.261,0.947,0.29,0.634,0.0976,-21.365,0.0403,66.172,5
1626,GUMMO,Day69: Graduation Day,6ix9ine,2018-04-10,2.6273833333333334,64,0.66,0.0553,0.775,0.0,0.129,-4.926,0.172,157.036,4
1627,6 Inch (feat. The Weeknd),Lemonade,Beyoncé,2016-04-23,4.3406666666666665,64,0.516,0.0433,0.637,3.89e-06,0.11,-8.832,0.0632,138.011,4
1628,Sex & Candy,Marcy Playground,Marcy Playground,1997-01-01,2.89155,72,0.67,0.238,0.558,0.0,0.106,-9.159,0.0251,80.511,4
1629,6locc 6a6y (feat. NLE Choppa) - Remix,A Demon In 6lue,Lil Loaded,2020-10-09,2.9594833333333335,62,0.841,0.287,0.765,0.0,0.122,-6.909,0.248,125.093,4
1630,Sex Sounds,True 2 Myself,Lil Tjay,2019-10-11,2.70755,77,0.857,0.281,0.427,0.0,0.108,-8.638,0.112,130.033,4
1631,6th Avenue Heartache,Bringing Down The Horse,The Wallflowers,1996-01-01,5.623333333333333,61,0.454,0.046,0.853,0.000198,0.334,-6.494,0.0367,150.081,4
1632,Under the Bridge,Blood Sugar Sex Magik (Deluxe Edition),Red Hot Chili Peppers,1991-09-24,4.4051,83,0.559,0.0576,0.345,0.000105,0.141,-13.496,0.0459,84.581,4
1633,BILLY,Day69: Graduation Day,6ix9ine,2018-04-10,1.8777666666666666,68,0.764,0.175,0.711,0.0,0.105,-3.818,0.288,90.076,4
1634,639 Hz Heal Heart Chakra,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,2.5166666666666666,61,0.213,0.977,0.178,0.932,0.112,-23.445,0.0449,143.439,4
1635,FEFE,DUMMY BOY,6ix9ine,2018,2.990066666666667,72,0.931,0.088,0.387,0.0,0.136,-9.127,0.412,125.978,4
1636,6am In NY,Sleepy Hallow Presents: Sleepy For President,Sleepy Hallow,2020-06-05,2.4934666666666665,60,0.899,0.393,0.475,0.0,0.0443,-7.737,0.337,90.02,4
1637,Pretty Little Fears (feat. J. Cole),East Atlanta Love Letter,6LACK,2018-09-14,4.005683333333334,75,0.61,0.696,0.458,0.000103,0.0852,-11.336,0.36,192.099,4
1638,639 Hz Harmonize Relationships,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,2.325,61,0.232,0.95,0.138,0.966,0.0918,-25.028,0.0356,67.507,4
1639,"Sunflower, Vol. 6",Fine Line,Harry Styles,2019-12-13,3.6971,75,0.566,0.000564,0.846,0.000795,0.121,-6.904,0.035,160.02,4
1640,6 Rings (Tributo Kobe Bryant) [16-Bit Bad Bunny Emulation],"The Impossible Game Soundtrack, Vol. 29",Arcade Player,2020-02-08,1.7999333333333334,40,0.704,0.815,0.541,0.917,0.119,-8.919,0.0698,155.979,4
1641,639 Hz Miracle Love Tone,639 Hz Connecting Relationships,Miracle Tones,2019-10-21,3.2375,61,0.159,0.965,0.0355,0.922,0.0994,-28.74,0.0389,133.487,4
1642,make up sex (feat. blackbear),mainstream sellout,Machine Gun Kelly,2022-03-25,2.0428333333333333,74,0.665,0.00156,0.678,0.0,0.474,-4.122,0.0315,131.986,4
1643,6am,6am,Young Mooski,2022-06-09,2.44505,52,0.584,0.569,0.161,0.6,0.122,-21.52,0.0618,140.018,4
1644,Like A G6,Free Wired,Far East Movement,2010-01-01,3.6148833333333332,71,0.435,0.00676,0.837,0.0,0.117,-8.126,0.449,124.913,4
1645,PRBLMS,FREE 6LACK,6LACK,2016-11-18,4.1128833333333334,73,0.417,0.0307,0.58,1.45e-06,0.179,-4.574,0.207,68.58,5
1646,61st to 64th,Trench Baby,Lil Zay Osama,2021-02-19,2.030883333333333,58,0.843,0.403,0.535,0.0,0.101,-8.922,0.507,73.063,4
1647,Sex With Me,ANTI (Deluxe),Rihanna,2016-01-28,3.44,74,0.58,0.294,0.532,0.0,0.0948,-5.668,0.0424,112.049,4
1648,6PM In New York,If You're Reading This It's Too Late,Drake,2015-02-12,4.7217666666666664,56,0.554,0.107,0.85,0.0,0.155,-4.155,0.251,128.429,3
1649,6 Underground,Becoming X,Sneaker Pimps,1996-08-18,3.814,56,0.587,0.0281,0.687,0.14,0.121,-8.635,0.0509,169.938,4
1650,7 Summers,Dangerous: The Double Album,Morgan Wallen,2021-01-08,3.5084333333333335,76,0.466,0.417,0.786,6.1e-05,0.125,-5.13,0.0328,203.903,4
1651,Seven Nation Army,Elephant,The White Stripes,2003-04-01,3.8684333333333334,85,0.743,0.0039,0.446,0.118,0.337,-7.807,0.0683,123.596,4
1652,7 Years,Lukas Graham,Lukas Graham,2016-04-01,3.955,81,0.765,0.287,0.473,0.0,0.391,-5.829,0.0514,119.992,4
1653,7 rings,"thank u, next",Ariana Grande,2019-02-08,2.9771,85,0.778,0.592,0.317,0.0,0.0881,-10.732,0.334,140.048,4
1654,7 Weeks & 3 Days,Over You,yungatita,2020-01-03,3.2333333333333334,72,0.613,0.237,0.734,0.136,0.227,-8.833,0.0278,129.97,4
1655,Mary On A Cross,Seven Inches Of Satanic Panic,Ghost,2019-09-13,4.080066666666666,89,0.466,0.000235,0.9,0.00104,0.103,-4.469,0.0447,130.02,4
1656,772 Love,772 Love,YNW Melly,2017-10-16,3.4914666666666667,73,0.676,0.226,0.623,1.66e-05,0.159,-7.297,0.0352,111.466,4
1657,7AM,Luv Is Rage,Lil Uzi Vert,2015-12-18,3.6618666666666666,72,0.638,0.275,0.526,0.0,0.462,-8.401,0.131,139.054,4
1658,Runnin' Thru the 7th with My Woadies,$outh $ide $uicide,$uicideboy$,2015-09-15,3.4294333333333333,77,0.686,0.0656,0.621,0.000221,0.139,-7.243,0.187,112.082,4
1659,7 Words,Adrenaline,Deftones,1995-09-29,3.73155,68,0.431,0.0001,0.906,0.0001,0.123,-6.13,0.0945,125.459,4
1660,7500 OBO,Here On Earth,Tim McGraw,2020-08-21,3.69,68,0.528,0.1,0.718,0.0,0.304,-6.954,0.0337,155.759,4
1661,Seven,Seven,Natalie Jane,2022-09-09,2.0728833333333334,78,0.822,0.119,0.255,0.0,0.128,-9.83,0.349,136.024,4
1662,7 Summers,7 Summers,Morgan Wallen,2020-08-14,3.5020333333333333,65,0.457,0.428,0.774,4.29e-05,0.119,-5.201,0.0336,203.863,4
1663,712PM,I NEVER LIKED YOU,Future,2022-04-29,2.886433333333333,69,0.711,0.0355,0.686,0.0,0.124,-6.409,0.271,146.971,4
1664,734,Goodbye & Good Riddance (Anniversary),Juice WRLD,2021-05-28,3.2691,70,0.635,0.134,0.554,0.0,0.116,-3.975,0.0343,156.822,4
1665,7 Years (Remix),7 Years (Remix),Sik World,2016-06-04,2.2366166666666665,71,0.811,0.227,0.609,0.0,0.102,-8.376,0.0996,120.071,4
1666,6 Foot 7 Foot,Tha Carter IV (Complete Edition),Lil Wayne,2011-08-29,4.1431,70,0.364,0.0007,0.752,0.0,0.318,-5.429,0.304,79.119,4
1667,What Happened To Virgil (feat. Gunna),7220,Lil Durk,2022-03-11,3.023216666666667,76,0.795,0.067,0.526,2e-06,0.134,-9.086,0.204,140.037,4
1668,7 Things - Single Version,Breakout,Miley Cyrus,2008-01-01,3.55755,64,0.59,0.0232,0.903,0.0,0.0786,-4.478,0.0363,107.023,4
1669,7/11,BEYONCÉ [Platinum Edition],Beyoncé,2014-11-24,3.5584333333333333,70,0.747,0.0128,0.705,0.0,0.126,-5.137,0.126,136.024,4
1670,7 & 7,Diamonds & Gasoline,Turnpike Troubadours,2010-08-31,4.82755,62,0.401,0.0227,0.802,0.0,0.338,-5.278,0.0294,191.093,4
1671,7am On Bridle Path,Certified Lover Boy,Drake,2021-09-03,3.993916666666667,66,0.724,0.225,0.531,0.0,0.11,-4.108,0.298,89.901,4
1672,777,An Evening With Silk Sonic,Bruno Mars,2021-11-12,2.75,66,0.836,0.00269,0.622,0.000566,0.335,-11.003,0.0946,102.015,4
1673,seven,folklore,Taylor Swift,2020-07-24,3.4817666666666667,72,0.596,0.9,0.488,2.7e-05,0.091,-10.769,0.0274,94.926,4
1674,7.62 God,Gucci Mane Presents: So Icy Summer,Gucci Mane,2020-07-03,2.9518333333333335,58,0.819,0.00861,0.651,0.0,0.378,-5.859,0.291,77.013,4
1675,7 Am Freestyle,Future & Juice WRLD Present... WRLD ON DRUGS,Future,2018-10-19,3.2151,62,0.951,0.0185,0.401,0.0,0.149,-8.92,0.411,129.976,4
1676,Ride the Lightning - 717 Tapes,Ride the Lightning (717 Tapes),Warren Zeiders,2021-06-25,3.1076333333333332,70,0.576,0.75,0.474,8.74e-05,0.0944,-6.342,0.0331,77.834,4
1677,7 rings,"thank u, next",Ariana Grande,2018-02-07,2.9771,54,0.78,0.559,0.321,0.0,0.0881,-10.747,0.371,139.961,4
1678,7,The Ride,Catfish and the Bottlemen,2016-05-27,4.271766666666666,67,0.531,0.000204,0.711,0.00291,0.108,-4.933,0.0398,155.068,4
1679,Broadway Girls (feat. Morgan Wallen),7220 (Reloaded),Lil Durk,2022-03-10,3.0933333333333333,72,0.659,0.0417,0.745,0.0,0.296,-3.599,0.0347,74.967,4
1680,777,Nectar,Joji,2020-09-25,3.029533333333333,65,0.574,0.268,0.604,2.98e-06,0.139,-9.933,0.0863,179.636,4
1681,7/11,7/11,Fresco Trey,2022-09-16,2.4150833333333335,59,0.737,0.0251,0.593,0.0,0.148,-7.221,0.0865,158.898,4
1682,7 Days,The Last Slimeto,YoungBoy Never Broke Again,2022-08-05,2.926816666666667,59,0.556,0.0623,0.808,0.0,0.196,-5.391,0.428,109.168,5
1683,712PM,I NEVER LIKED YOU,Future,2022-05-02,2.886433333333333,67,0.711,0.0355,0.686,0.0,0.124,-6.409,0.271,146.971,4
1684,7:00,A N N I V E R S A R Y (Deluxe),Bryson Tiller,2021-02-26,3.1382166666666667,63,0.685,0.11,0.572,0.0,0.183,-5.685,0.147,117.336,4
1685,777,"XXXTENTACION Presents: Members Only, Vol. 3",XXXTENTACION,2017-07-14,3.0117833333333333,62,0.793,0.325,0.312,0.00324,0.111,-12.01,0.0602,84.97,4
1686,Old Town Road - Remix,7 EP,Lil Nas X,2019-06-21,2.617766666666667,79,0.878,0.0533,0.619,0.0,0.113,-5.56,0.102,136.041,4
1687,7 Days,Born to Do It,Craig David,2000-08-14,3.9188833333333335,72,0.659,0.23,0.812,0.0,0.0951,-7.499,0.0487,83.014,4
